Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2024,10,1,     3.6,     2.4,     2.8,     3.4,-,-,-,-,-
Punggol,2024,10,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,3,     2.0,     1.6,     2.0,     2.0,-,-,-,-,-
Punggol,2024,10,4,     1.4,     0.6,     0.6,     0.8,-,-,-,-,-
Punggol,2024,10,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,6,    24.0,    13.4,    15.2,    16.8,-,-,-,-,-
Punggol,2024,10,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,9,     2.0,     2.0,     2.0,     2.0,-,-,-,-,-
Punggol,2024,10,10,     2.4,     2.2,     2.4,     2.4,-,-,-,-,-
Punggol,2024,10,11,     7.4,     4.6,     5.4,     5.4,-,-,-,-,-
Punggol,2024,10,12,     3.0,     0.8,     1.2,     1.6,-,-,-,-,-
Punggol,2024,10,13,     4.6,     4.6,     4.6,     4.6,-,-,-,-,-
Punggol,2024,10,14,    31.4,    15.2,    19.0,    21.0,-,-,-,-,-
Punggol,2024,10,15,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2024,10,16,     7.8,     7.4,     7.6,     7.8,-,-,-,-,-
Punggol,2024,10,17,     5.8,     5.2,     5.4,     5.6,-,-,-,-,-
Punggol,2024,10,18,     0.0,     0.0,     0.0,     0.2,-,-,-,-,-
Punggol,2024,10,19,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2024,10,20,    21.4,    14.2,    17.6,    20.2,-,-,-,-,-
Punggol,2024,10,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,25,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Punggol,2024,10,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,10,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
