Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Pier,2024,3,1,     3.0,     1.6,     2.2,     2.6,-,-,-,-,-
Jurong Pier,2024,3,2,    29.0,    16.0,    16.0,    19.5,-,-,-,-,-
Jurong Pier,2024,3,3,    23.5,    13.5,    20.0,    20.0,-,-,-,-,-
Jurong Pier,2024,3,4,    41.0,    12.5,    15.5,    20.0,-,-,-,-,-
Jurong Pier,2024,3,5,    11.0,     8.5,    14.5,    15.0,-,-,-,-,-
Jurong Pier,2024,3,6,    10.5,     8.0,     9.0,     9.5,-,-,-,-,-
Jurong Pier,2024,3,7,     3.0,     1.0,     1.5,     2.0,-,-,-,-,-
Jurong Pier,2024,3,8,     2.5,     1.5,     2.0,     2.5,-,-,-,-,-
Jurong Pier,2024,3,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,10,    14.5,     9.0,    12.0,    12.0,-,-,-,-,-
Jurong Pier,2024,3,11,     1.0,     1.0,     1.0,     1.0,-,-,-,-,-
Jurong Pier,2024,3,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,14,     2.0,     2.0,     2.0,     2.0,-,-,-,-,-
Jurong Pier,2024,3,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,16,    25.5,    15.5,    23.0,    25.5,-,-,-,-,-
Jurong Pier,2024,3,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,18,     5.0,     4.2,     5.0,     5.0,-,-,-,-,-
Jurong Pier,2024,3,19,    41.6,    36.4,    41.4,    41.6,-,-,-,-,-
Jurong Pier,2024,3,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,28,     0.8,     0.8,     0.8,     0.8,-,-,-,-,-
Jurong Pier,2024,3,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Jurong Pier,2024,3,31,    14.2,    12.4,    13.2,    13.6,-,-,-,-,-
