Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Punggol,2024,12,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,2,     0.8,     0.6,     0.8,     0.8,-,-,-,-,-
Punggol,2024,12,3,    29.6,    21.8,    22.6,    27.6,-,-,-,-,-
Punggol,2024,12,4,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2024,12,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,7,     1.8,     1.8,     1.8,     1.8,-,-,-,-,-
Punggol,2024,12,8,     1.2,     1.2,     1.2,     1.2,-,-,-,-,-
Punggol,2024,12,9,     1.8,     0.6,     1.0,     1.4,-,-,-,-,-
Punggol,2024,12,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,11,     0.4,     0.2,     0.2,     0.2,-,-,-,-,-
Punggol,2024,12,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,13,    12.6,     8.6,    11.8,    12.6,-,-,-,-,-
Punggol,2024,12,14,     0.4,     0.2,     0.4,     0.4,-,-,-,-,-
Punggol,2024,12,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,16,     2.0,     1.2,     1.6,     1.6,-,-,-,-,-
Punggol,2024,12,17,     1.6,     0.6,     1.0,     1.0,-,-,-,-,-
Punggol,2024,12,18,     1.2,     0.6,     0.6,     0.8,-,-,-,-,-
Punggol,2024,12,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,21,     5.6,     5.6,     5.6,     5.6,-,-,-,-,-
Punggol,2024,12,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,23,    12.2,     5.6,     5.6,     5.6,-,-,-,-,-
Punggol,2024,12,24,     6.8,     3.6,     3.6,     3.6,-,-,-,-,-
Punggol,2024,12,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,26,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Punggol,2024,12,27,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Punggol,2024,12,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Punggol,2024,12,29,     1.8,     1.6,     1.8,     1.8,-,-,-,-,-
Punggol,2024,12,30,    36.0,    17.2,    30.8,    35.4,-,-,-,-,-
Punggol,2024,12,31,     6.2,     3.4,     3.6,     3.6,-,-,-,-,-
