Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ulu Pandan,2024,12,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Ulu Pandan,2024,12,2,     0.8,     0.6,     0.8,     0.8,-,-,-,-,-
Ulu Pandan,2024,12,3,     6.4,     2.4,     2.6,     3.8,-,-,-,-,-
Ulu Pandan,2024,12,4,     0.2,     0.2,     0.4,     0.6,-,-,-,-,-
Ulu Pandan,2024,12,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Ulu Pandan,2024,12,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Ulu Pandan,2024,12,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Ulu Pandan,2024,12,8,     0.6,     0.4,     0.4,     0.6,-,-,-,-,-
Ulu Pandan,2024,12,9,     0.6,     0.4,     0.4,     0.4,-,-,-,-,-
Ulu Pandan,2024,12,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Ulu Pandan,2024,12,11,     2.0,     2.0,     2.0,     2.0,-,-,-,-,-
Ulu Pandan,2024,12,12,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Ulu Pandan,2024,12,13,    17.0,     7.0,     9.4,    13.4,-,-,-,-,-
Ulu Pandan,2024,12,14,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Ulu Pandan,2024,12,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Ulu Pandan,2024,12,16,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Ulu Pandan,2024,12,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Ulu Pandan,2024,12,18,     2.0,     1.2,     1.2,     1.2,-,-,-,-,-
Ulu Pandan,2024,12,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Ulu Pandan,2024,12,20,     1.8,     1.0,     1.8,     1.8,-,-,-,-,-
Ulu Pandan,2024,12,21,     5.4,     4.4,     4.8,     5.2,-,-,-,-,-
Ulu Pandan,2024,12,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Ulu Pandan,2024,12,23,    57.2,    12.8,    20.8,    24.0,-,-,-,-,-
Ulu Pandan,2024,12,24,     3.8,     2.6,     2.6,     5.0,-,-,-,-,-
Ulu Pandan,2024,12,25,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Ulu Pandan,2024,12,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Ulu Pandan,2024,12,27,     1.8,     1.0,     1.6,     1.8,-,-,-,-,-
Ulu Pandan,2024,12,28,     3.8,     3.4,     3.6,     3.8,-,-,-,-,-
Ulu Pandan,2024,12,29,   102.0,    48.4,    63.6,    94.2,-,-,-,-,-
Ulu Pandan,2024,12,30,     6.6,     4.8,     5.4,     6.4,-,-,-,-,-
Ulu Pandan,2024,12,31,    37.8,    27.4,    29.2,    36.2,-,-,-,-,-
