Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Whampoa,2024,5,1,    33.0,    28.2,    30.0,    30.0,-,-,-,-,-
Whampoa,2024,5,2,     0.6,     0.8,     1.2,     3.6,-,-,-,-,-
Whampoa,2024,5,3,     0.6,     0.4,     0.6,     0.6,-,-,-,-,-
Whampoa,2024,5,4,    75.6,    34.2,    41.6,    50.8,-,-,-,-,-
Whampoa,2024,5,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Whampoa,2024,5,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Whampoa,2024,5,7,     6.6,     6.6,     6.6,     6.6,-,-,-,-,-
Whampoa,2024,5,8,    10.2,     6.0,     8.6,    10.0,-,-,-,-,-
Whampoa,2024,5,9,     0.0,     0.0,     0.2,     0.2,-,-,-,-,-
Whampoa,2024,5,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Whampoa,2024,5,11,     1.2,     1.2,     1.2,     1.2,-,-,-,-,-
Whampoa,2024,5,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Whampoa,2024,5,13,    37.2,    26.4,    35.6,    35.8,-,-,-,-,-
Whampoa,2024,5,14,    31.4,    29.6,    31.2,    31.4,-,-,-,-,-
Whampoa,2024,5,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Whampoa,2024,5,16,    20.4,     8.6,    10.4,    11.8,-,-,-,-,-
Whampoa,2024,5,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Whampoa,2024,5,18,     1.2,     0.6,     0.8,     1.2,-,-,-,-,-
Whampoa,2024,5,19,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Whampoa,2024,5,20,     4.8,     2.2,     3.0,     3.4,-,-,-,-,-
Whampoa,2024,5,21,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Whampoa,2024,5,22,     5.0,     1.8,     2.0,     2.2,-,-,-,-,-
Whampoa,2024,5,23,    13.4,    11.6,    12.6,    13.0,-,-,-,-,-
Whampoa,2024,5,24,     1.0,     0.4,     0.8,     1.0,-,-,-,-,-
Whampoa,2024,5,25,     6.8,     4.4,     4.6,     4.6,-,-,-,-,-
Whampoa,2024,5,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Whampoa,2024,5,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Whampoa,2024,5,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Whampoa,2024,5,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Whampoa,2024,5,30,     4.6,     4.4,     4.6,     4.6,-,-,-,-,-
Whampoa,2024,5,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
