Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Simei,2024,8,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,3,    13.8,    13.8,    13.8,    13.8,-,-,-,-,-
Simei,2024,8,4,    19.2,     8.2,    14.2,    15.2,-,-,-,-,-
Simei,2024,8,5,     5.6,     5.6,     5.6,     5.6,-,-,-,-,-
Simei,2024,8,6,    12.2,    12.0,    12.0,    12.2,-,-,-,-,-
Simei,2024,8,7,     2.2,     2.2,     2.2,     2.2,-,-,-,-,-
Simei,2024,8,8,     1.8,     1.4,     1.6,     1.8,-,-,-,-,-
Simei,2024,8,9,     4.4,     2.4,     3.0,     3.0,-,-,-,-,-
Simei,2024,8,10,     1.4,     1.0,     1.0,     1.0,-,-,-,-,-
Simei,2024,8,11,     0.6,     0.4,     0.4,     0.4,-,-,-,-,-
Simei,2024,8,12,     4.6,     4.6,     4.6,     4.6,-,-,-,-,-
Simei,2024,8,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,14,    14.2,     5.4,     5.8,     6.2,-,-,-,-,-
Simei,2024,8,15,     0.6,     0.4,     0.4,     0.4,-,-,-,-,-
Simei,2024,8,16,    10.2,    10.0,    10.0,    10.0,-,-,-,-,-
Simei,2024,8,17,     2.6,     2.2,     2.6,     2.6,-,-,-,-,-
Simei,2024,8,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,24,     9.6,     7.8,     8.0,     8.8,-,-,-,-,-
Simei,2024,8,25,     8.8,     7.0,     8.2,     8.8,-,-,-,-,-
Simei,2024,8,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,27,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Simei,2024,8,28,    20.0,     9.8,    10.8,    16.8,-,-,-,-,-
Simei,2024,8,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Simei,2024,8,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
