Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Upper Peirce Reservoir,2024,2,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,3,     8.0,     6.8,     7.0,     7.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,8,    18.4,     8.6,     9.4,    18.4,-,-,-,-,-
Upper Peirce Reservoir,2024,2,9,    44.0,    18.5,    31.0,    44.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,10,     4.0,     3.0,     3.0,     4.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,11,     0.6,     0.4,     1.0,     3.2,-,-,-,-,-
Upper Peirce Reservoir,2024,2,12,     6.5,     2.5,     2.5,     5.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,13,    11.5,     4.5,     4.5,     6.5,-,-,-,-,-
Upper Peirce Reservoir,2024,2,14,    13.0,     4.0,     4.0,     5.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,15,     6.5,     3.0,     5.5,     6.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,17,     1.0,     1.0,     1.0,     1.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,19,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Upper Peirce Reservoir,2024,2,20,     8.0,     7.5,     7.5,     7.5,-,-,-,-,-
Upper Peirce Reservoir,2024,2,21,    16.5,    15.0,    16.5,    16.5,-,-,-,-,-
Upper Peirce Reservoir,2024,2,22,    39.0,    36.5,    38.5,    39.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,27,     0.8,     0.4,     0.8,     0.8,-,-,-,-,-
Upper Peirce Reservoir,2024,2,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,2,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
