Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Lower Peirce Reservoir,2024,9,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,3,     6.8,     5.0,     5.4,     6.8,-,-,-,-,-
Lower Peirce Reservoir,2024,9,4,    13.2,     5.8,     7.4,    10.8,-,-,-,-,-
Lower Peirce Reservoir,2024,9,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,7,     6.0,     5.8,     6.0,     6.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,8,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,9,     0.8,     0.4,     0.4,     0.6,-,-,-,-,-
Lower Peirce Reservoir,2024,9,10,     8.8,     5.0,     6.0,     7.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,11,-,-,-,-,-,-,-,-,-
Lower Peirce Reservoir,2024,9,12,     0.6,-,-,-,-,-,-,-,-
Lower Peirce Reservoir,2024,9,13,     1.4,     1.4,     1.4,     1.4,-,-,-,-,-
Lower Peirce Reservoir,2024,9,14,    40.0,    22.0,    32.4,    35.4,-,-,-,-,-
Lower Peirce Reservoir,2024,9,15,     4.2,     4.2,     4.2,     4.2,-,-,-,-,-
Lower Peirce Reservoir,2024,9,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,17,-,-,-,-,-,-,-,-,-
Lower Peirce Reservoir,2024,9,18,     0.2,-,-,-,-,-,-,-,-
Lower Peirce Reservoir,2024,9,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,20,    10.8,     8.2,    10.8,    10.8,-,-,-,-,-
Lower Peirce Reservoir,2024,9,21,     7.8,     7.6,    12.8,    15.4,-,-,-,-,-
Lower Peirce Reservoir,2024,9,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,23,     3.6,     1.2,     2.2,     3.4,-,-,-,-,-
Lower Peirce Reservoir,2024,9,24,     1.2,     1.0,     1.2,     1.2,-,-,-,-,-
Lower Peirce Reservoir,2024,9,25,    15.8,    14.8,    15.6,    15.6,-,-,-,-,-
Lower Peirce Reservoir,2024,9,26,    13.4,     4.0,     7.4,    10.2,-,-,-,-,-
Lower Peirce Reservoir,2024,9,27,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Lower Peirce Reservoir,2024,9,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Lower Peirce Reservoir,2024,9,30,    34.0,    13.6,    22.6,    22.6,-,-,-,-,-
