Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Macritchie Reservoir,2024,7,1,    23.4,    15.8,    17.6,    17.6,-,-,-,-,-
Macritchie Reservoir,2024,7,2,     1.4,     0.4,     0.6,     1.2,-,-,-,-,-
Macritchie Reservoir,2024,7,3,     1.4,     1.4,     1.4,     1.4,-,-,-,-,-
Macritchie Reservoir,2024,7,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,5,    16.4,    16.0,    16.2,    16.4,-,-,-,-,-
Macritchie Reservoir,2024,7,6,     3.0,     1.6,     3.0,     3.0,-,-,-,-,-
Macritchie Reservoir,2024,7,7,     0.6,     0.2,     0.2,     3.0,-,-,-,-,-
Macritchie Reservoir,2024,7,8,     6.0,     1.8,     2.8,     3.8,-,-,-,-,-
Macritchie Reservoir,2024,7,9,     2.4,     1.2,     1.4,     2.0,-,-,-,-,-
Macritchie Reservoir,2024,7,10,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Macritchie Reservoir,2024,7,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,12,     7.6,     6.2,     6.4,     7.0,-,-,-,-,-
Macritchie Reservoir,2024,7,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,14,     0.8,     0.8,     0.8,     0.8,-,-,-,-,-
Macritchie Reservoir,2024,7,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,17,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Macritchie Reservoir,2024,7,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,19,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Macritchie Reservoir,2024,7,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,7,31,    11.6,     7.0,     9.2,     9.2,-,-,-,-,-
