Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Buona Vista,2024,6,1,    10.8,     3.0,     3.6,     5.6,-,-,-,-,-
Buona Vista,2024,6,2,     2.8,     1.4,     1.8,     2.4,-,-,-,-,-
Buona Vista,2024,6,3,     2.0,     1.8,     1.8,     2.0,-,-,-,-,-
Buona Vista,2024,6,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,6,     7.0,     6.0,     6.8,     7.0,-,-,-,-,-
Buona Vista,2024,6,7,     3.4,     2.8,     3.2,     3.2,-,-,-,-,-
Buona Vista,2024,6,8,     3.2,     3.0,     3.2,     3.2,-,-,-,-,-
Buona Vista,2024,6,9,     4.8,     4.8,     4.8,     4.8,-,-,-,-,-
Buona Vista,2024,6,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,12,    21.6,     9.6,    17.2,    21.4,-,-,-,-,-
Buona Vista,2024,6,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,14,    30.4,    13.8,    21.8,    30.2,-,-,-,-,-
Buona Vista,2024,6,15,    14.8,    10.6,    14.4,    14.8,-,-,-,-,-
Buona Vista,2024,6,16,     4.0,     2.2,     2.4,     3.6,-,-,-,-,-
Buona Vista,2024,6,17,     9.2,     4.4,     6.8,     8.4,-,-,-,-,-
Buona Vista,2024,6,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,19,     1.0,     0.6,     0.8,     1.0,-,-,-,-,-
Buona Vista,2024,6,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,21,    22.0,     8.4,    11.2,    15.4,-,-,-,-,-
Buona Vista,2024,6,22,    56.8,    22.4,    36.2,    49.2,-,-,-,-,-
Buona Vista,2024,6,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,24,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,26,     7.4,     4.0,     4.8,     7.4,-,-,-,-,-
Buona Vista,2024,6,27,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Buona Vista,2024,6,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Buona Vista,2024,6,29,    13.6,     8.6,     9.2,    10.4,-,-,-,-,-
Buona Vista,2024,6,30,    30.2,    13.0,    17.6,    25.2,-,-,-,-,-
