Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2024,2,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,2,2,    25.2,     9.6,    10.8,    16.6,-,-,-,-,-
Choa Chu Kang (Central),2024,2,3,    60.8,    36.8,    50.6,    58.4,-,-,-,-,-
Choa Chu Kang (Central),2024,2,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,2,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,2,6,     0.6,     0.6,     0.6,     0.6,-,-,-,-,-
Choa Chu Kang (Central),2024,2,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,2,8,    10.8,     6.2,     9.4,    10.8,-,-,-,-,-
Choa Chu Kang (Central),2024,2,9,    16.4,    13.0,    15.4,    16.4,-,-,-,-,-
Choa Chu Kang (Central),2024,2,10,    10.0,     6.8,     9.2,     9.6,-,-,-,-,-
Choa Chu Kang (Central),2024,2,11,     0.0,     0.4,     0.4,     7.4,-,-,-,-,-
Choa Chu Kang (Central),2024,2,12,     6.0,     3.6,     3.6,     3.6,-,-,-,-,-
Choa Chu Kang (Central),2024,2,13,    11.4,     5.8,     7.8,     8.4,-,-,-,-,-
Choa Chu Kang (Central),2024,2,14,    15.2,     8.0,     8.0,     8.6,-,-,-,-,-
Choa Chu Kang (Central),2024,2,15,     2.6,     1.0,     1.0,     2.0,-,-,-,-,-
Choa Chu Kang (Central),2024,2,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,2,17,     2.6,     2.2,     2.6,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2024,2,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,2,19,     2.8,     2.0,     2.4,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2024,2,20,     3.0,     2.4,     2.6,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2024,2,21,     6.4,     6.4,     6.4,     6.4,-,-,-,-,-
Choa Chu Kang (Central),2024,2,22,     3.8,     1.6,     2.2,     3.6,-,-,-,-,-
Choa Chu Kang (Central),2024,2,23,     7.4,     5.2,     6.2,     7.2,-,-,-,-,-
Choa Chu Kang (Central),2024,2,24,     1.6,     1.4,     1.4,     1.4,-,-,-,-,-
Choa Chu Kang (Central),2024,2,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,2,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,2,27,     1.2,     1.2,     1.2,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2024,2,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,2,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
