Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas,2024,3,1,     2.2,     1.2,     1.4,     2.0,-,-,-,-,-
Tuas,2024,3,2,     5.8,     2.4,     2.4,     4.6,-,-,-,-,-
Tuas,2024,3,3,    13.8,     8.6,    10.0,    10.0,-,-,-,-,-
Tuas,2024,3,4,    53.2,    13.6,    22.8,    37.6,-,-,-,-,-
Tuas,2024,3,5,    57.4,    32.4,    50.6,    53.0,-,-,-,-,-
Tuas,2024,3,6,     4.4,     3.8,     4.2,     4.4,-,-,-,-,-
Tuas,2024,3,7,    28.0,    19.6,    27.2,    27.4,-,-,-,-,-
Tuas,2024,3,8,     1.8,     1.0,     1.4,     1.8,-,-,-,-,-
Tuas,2024,3,9,     2.2,     1.8,     1.8,     2.0,-,-,-,-,-
Tuas,2024,3,10,     3.8,     1.8,     2.0,     2.0,-,-,-,-,-
Tuas,2024,3,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,15,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,16,    27.0,    22.6,    27.0,    27.0,-,-,-,-,-
Tuas,2024,3,17,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Tuas,2024,3,18,     4.6,     3.2,     4.6,     4.6,-,-,-,-,-
Tuas,2024,3,19,     5.6,     3.2,     5.0,     5.2,-,-,-,-,-
Tuas,2024,3,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,24,     0.4,     0.2,     0.2,     0.2,-,-,-,-,-
Tuas,2024,3,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,28,    13.2,     9.8,    12.2,    13.2,-,-,-,-,-
Tuas,2024,3,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tuas,2024,3,31,     5.4,     2.8,     2.8,     2.8,-,-,-,-,-
