Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (South),2024,11,1,     1.8,     1.8,     1.8,     1.8,    28.5,    33.4,    25.8,     5.6,    39.3
Choa Chu Kang (South),2024,11,2,     0.6,     0.4,     0.6,     0.6,    27.4,    31.1,    26.0,     4.8,    35.2
Choa Chu Kang (South),2024,11,3,     0.0,     0.0,     0.0,     0.0,    28.4,    33.9,    25.7,     4.3,    26.3
Choa Chu Kang (South),2024,11,4,    21.2,    16.2,    18.0,    20.2,    26.8,    30.3,    23.7,     3.5,    23.0
Choa Chu Kang (South),2024,11,5,     1.8,     1.8,     1.8,     1.8,    28.0,    32.5,    25.4,     3.8,    26.3
Choa Chu Kang (South),2024,11,6,     7.6,     5.8,     6.4,     7.4,    27.4,    31.8,    24.0,     4.6,    25.2
Choa Chu Kang (South),2024,11,7,     0.2,     0.2,     0.2,     0.2,    27.7,    32.1,    25.4,     4.6,    24.4
Choa Chu Kang (South),2024,11,8,    25.4,    16.2,    21.2,    24.6,    27.8,    32.5,    23.5,     4.5,    23.3
Choa Chu Kang (South),2024,11,9,    18.2,    16.6,    17.2,    18.0,    27.1,    31.8,    25.0,     3.2,    28.2
Choa Chu Kang (South),2024,11,10,    17.4,    12.8,    14.2,    14.2,    27.2,    33.1,    24.4,     5.3,    28.9
Choa Chu Kang (South),2024,11,11,     9.6,     9.0,     9.4,     9.4,    27.1,    32.0,    24.9,     4.2,    35.9
Choa Chu Kang (South),2024,11,12,     4.0,     3.6,     3.6,     3.6,    27.9,    33.3,    24.8,     4.8,    26.7
Choa Chu Kang (South),2024,11,13,     6.2,     3.0,     4.6,     5.6,    26.6,    31.7,    25.2,     3.8,    24.8
Choa Chu Kang (South),2024,11,14,     0.6,     0.4,     0.6,     0.6,    26.9,    33.3,    24.5,     3.9,    30.6
Choa Chu Kang (South),2024,11,15,     4.8,     2.8,     3.4,     3.6,    27.4,    34.3,    25.0,     3.8,    17.6
Choa Chu Kang (South),2024,11,16,    56.2,    35.2,    47.6,    53.4,    26.4,    34.3,    23.3,     3.8,    37.4
Choa Chu Kang (South),2024,11,17,     8.0,     4.2,     5.2,     8.0,    26.1,    31.8,    24.5,     4.2,    37.4
Choa Chu Kang (South),2024,11,18,    15.0,     9.0,    10.0,    14.8,    26.1,    30.4,    24.2,     5.3,    31.3
Choa Chu Kang (South),2024,11,19,     7.8,     4.2,     5.2,     5.6,    26.1,    30.0,    24.5,     3.9,    22.0
Choa Chu Kang (South),2024,11,20,     0.0,     0.0,     0.0,     0.0,    26.2,    28.7,    24.7,     4.7,    21.3
Choa Chu Kang (South),2024,11,21,     6.2,     3.4,     3.4,     5.4,    26.7,    33.0,    24.3,     3.9,    28.2
Choa Chu Kang (South),2024,11,22,    27.0,    10.0,    16.2,    20.0,    26.5,    33.4,    24.5,     5.0,    37.8
Choa Chu Kang (South),2024,11,23,    15.8,    10.2,    10.8,    11.0,    26.7,    33.9,    23.8,     3.8,    21.7
Choa Chu Kang (South),2024,11,24,    27.4,    18.8,    24.2,    27.4,    26.8,    32.2,    24.7,     3.9,    28.2
Choa Chu Kang (South),2024,11,25,     3.4,     2.0,     2.2,     2.2,    26.8,    30.3,    25.4,     3.5,    21.3
Choa Chu Kang (South),2024,11,26,    27.8,    10.0,    16.0,    18.8,    26.0,    31.1,    24.3,     4.1,    19.4
Choa Chu Kang (South),2024,11,27,     6.0,     2.0,     3.8,     5.2,    25.9,    29.4,    24.5,     4.4,    30.6
Choa Chu Kang (South),2024,11,28,     5.2,     1.0,     1.8,     3.0,    25.8,    29.0,    24.3,     3.5,    15.6
Choa Chu Kang (South),2024,11,29,    41.0,    22.0,    28.8,    31.0,    25.0,    26.7,    23.8,     3.8,    23.0
Choa Chu Kang (South),2024,11,30,     0.0,     0.0,     0.0,     0.0,    27.9,    33.4,    24.1,     4.2,    17.2
