Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (South),2024,2,1,     0.0,     0.0,     0.0,     0.0,    28.1,    32.6,    26.2,     9.9,    29.1
Choa Chu Kang (South),2024,2,2,    40.0,    20.6,    27.8,    34.0,    27.3,    33.3,    24.9,     7.0,    33.2
Choa Chu Kang (South),2024,2,3,    39.0,    34.0,    37.4,    39.0,    27.6,    33.6,    24.2,     7.7,    28.5
Choa Chu Kang (South),2024,2,4,     0.2,     0.2,     0.2,     0.2,    28.1,    33.6,    24.8,     5.7,    22.6
Choa Chu Kang (South),2024,2,5,     1.4,     1.4,     1.4,     1.4,    28.4,    34.5,    24.9,     7.6,    30.2
Choa Chu Kang (South),2024,2,6,     0.0,     0.0,     0.0,     0.0,    28.4,    33.4,    25.0,     5.8,    23.7
Choa Chu Kang (South),2024,2,7,     1.0,     0.8,     1.0,     1.0,    28.0,    32.9,    25.6,     6.7,    29.1
Choa Chu Kang (South),2024,2,8,     4.4,     3.2,     4.4,     4.4,    28.1,    34.1,    25.6,     6.1,    26.7
Choa Chu Kang (South),2024,2,9,    11.2,     5.6,     7.2,    10.6,    27.6,    33.4,    25.3,     7.2,    24.4
Choa Chu Kang (South),2024,2,10,    11.6,    10.6,    11.4,    11.4,    27.3,    32.1,    23.8,     9.3,    42.4
Choa Chu Kang (South),2024,2,11,     0.0,     0.2,     0.2,    10.8,    27.7,    31.8,    24.9,     8.8,    38.9
Choa Chu Kang (South),2024,2,12,     7.4,     5.4,     5.4,     5.4,    26.8,    30.6,    24.6,     8.2,    38.5
Choa Chu Kang (South),2024,2,13,     8.2,     4.2,     5.8,     6.2,    26.5,    29.4,    24.7,     8.8,    46.1
Choa Chu Kang (South),2024,2,14,    15.4,     7.8,     7.8,     8.0,    27.2,    31.7,    24.9,     8.6,    36.7
Choa Chu Kang (South),2024,2,15,     2.2,     1.0,     1.0,     2.0,    26.9,    29.7,    25.7,     8.5,    33.9
Choa Chu Kang (South),2024,2,16,     0.0,     0.0,     0.0,     0.0,    27.9,    31.5,    26.0,    12.0,    42.0
Choa Chu Kang (South),2024,2,17,     1.4,     1.4,     1.4,     1.4,    27.3,    31.5,    24.8,     8.6,    35.2
Choa Chu Kang (South),2024,2,18,     2.6,     2.6,     2.6,     2.6,    28.1,    32.4,    25.6,     8.1,    25.6
Choa Chu Kang (South),2024,2,19,     0.2,     0.2,     0.2,     0.2,    28.0,    32.6,    25.7,     8.1,    27.8
Choa Chu Kang (South),2024,2,20,     1.0,     0.8,     0.8,     0.8,    28.6,    34.3,    26.0,     7.8,    28.5
Choa Chu Kang (South),2024,2,21,    12.2,    12.0,    12.0,    12.0,    27.8,    33.5,    24.2,     6.3,    39.6
Choa Chu Kang (South),2024,2,22,    17.0,    14.2,    16.2,    16.8,    28.2,    33.8,    26.0,     5.7,    28.5
Choa Chu Kang (South),2024,2,23,    30.6,    17.0,    22.6,    30.6,    27.8,    32.9,    24.5,     8.6,    28.5
Choa Chu Kang (South),2024,2,24,     0.2,     0.2,     0.2,     0.2,    28.1,    31.7,    25.9,     8.9,    30.9
Choa Chu Kang (South),2024,2,25,     0.0,     0.0,     0.0,     0.0,    28.8,    33.3,    25.7,    11.0,    34.3
Choa Chu Kang (South),2024,2,26,     0.0,     0.0,     0.0,     0.0,    28.6,    32.3,    26.1,    12.1,    35.2
Choa Chu Kang (South),2024,2,27,     0.6,     0.4,     0.4,     0.4,    28.0,    30.3,    26.8,    10.5,    35.0
Choa Chu Kang (South),2024,2,28,     0.0,     0.0,     0.0,     0.0,    28.4,    32.2,    26.5,    11.9,    38.2
Choa Chu Kang (South),2024,2,29,     0.0,     0.0,     0.0,     0.0,    29.0,    34.1,    25.5,     8.9,    30.2
