Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Macritchie Reservoir,2024,11,1,    20.0,    14.0,    19.8,    19.8,-,-,-,-,-
Macritchie Reservoir,2024,11,2,     0.6,     0.4,     0.6,     0.6,-,-,-,-,-
Macritchie Reservoir,2024,11,3,     0.6,     0.4,     0.4,     0.4,-,-,-,-,-
Macritchie Reservoir,2024,11,4,     8.0,     7.0,     7.8,     7.8,-,-,-,-,-
Macritchie Reservoir,2024,11,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,11,6,    13.5,    10.0,    12.0,    13.5,-,-,-,-,-
Macritchie Reservoir,2024,11,7,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Macritchie Reservoir,2024,11,8,     2.6,     1.4,     1.6,     2.0,-,-,-,-,-
Macritchie Reservoir,2024,11,9,     9.0,     4.4,     5.4,     5.6,-,-,-,-,-
Macritchie Reservoir,2024,11,10,    18.2,    11.6,    13.0,    14.0,-,-,-,-,-
Macritchie Reservoir,2024,11,11,    31.6,    25.2,    30.2,    31.4,-,-,-,-,-
Macritchie Reservoir,2024,11,12,    12.0,     8.6,    11.8,    12.0,-,-,-,-,-
Macritchie Reservoir,2024,11,13,    30.6,    16.8,    24.4,    30.2,-,-,-,-,-
Macritchie Reservoir,2024,11,14,    11.0,     7.4,    11.0,    11.0,-,-,-,-,-
Macritchie Reservoir,2024,11,15,    26.0,    26.0,    26.0,    26.0,-,-,-,-,-
Macritchie Reservoir,2024,11,16,    32.0,    14.4,    24.0,    30.0,-,-,-,-,-
Macritchie Reservoir,2024,11,17,     7.0,     2.4,     4.2,     7.0,-,-,-,-,-
Macritchie Reservoir,2024,11,18,     2.4,     1.6,     1.6,     2.2,-,-,-,-,-
Macritchie Reservoir,2024,11,19,     3.8,     1.2,     2.0,     2.6,-,-,-,-,-
Macritchie Reservoir,2024,11,20,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Macritchie Reservoir,2024,11,21,    12.4,     7.0,     7.2,     7.2,-,-,-,-,-
Macritchie Reservoir,2024,11,22,    43.2,    25.6,    33.4,    38.8,-,-,-,-,-
Macritchie Reservoir,2024,11,23,    10.0,     4.4,     4.4,     7.2,-,-,-,-,-
Macritchie Reservoir,2024,11,24,    15.2,    11.6,    13.8,    14.8,-,-,-,-,-
Macritchie Reservoir,2024,11,25,     1.8,     1.2,     1.2,     1.2,-,-,-,-,-
Macritchie Reservoir,2024,11,26,    13.4,     3.8,     4.6,     8.6,-,-,-,-,-
Macritchie Reservoir,2024,11,27,     6.2,     2.0,     2.8,     3.8,-,-,-,-,-
Macritchie Reservoir,2024,11,28,     6.6,     1.6,     2.2,     2.6,-,-,-,-,-
Macritchie Reservoir,2024,11,29,    44.6,    26.4,    31.4,    34.4,-,-,-,-,-
Macritchie Reservoir,2024,11,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
