Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2024,9,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,2,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,3,     6.6,     5.2,     5.8,     6.4,-,-,-,-,-
Choa Chu Kang (Central),2024,9,4,     9.4,     3.8,     4.4,     5.4,-,-,-,-,-
Choa Chu Kang (Central),2024,9,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,7,     1.4,     1.2,     1.2,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2024,9,8,     4.6,     3.4,     4.6,     4.6,-,-,-,-,-
Choa Chu Kang (Central),2024,9,9,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2024,9,10,    27.4,    19.2,    23.2,    25.2,-,-,-,-,-
Choa Chu Kang (Central),2024,9,11,    11.0,     6.4,     9.8,    11.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,12,     2.4,     2.4,     2.4,     2.4,-,-,-,-,-
Choa Chu Kang (Central),2024,9,13,     0.4,     2.8,     2.8,     2.8,-,-,-,-,-
Choa Chu Kang (Central),2024,9,14,    31.0,    20.0,    26.6,    27.4,-,-,-,-,-
Choa Chu Kang (Central),2024,9,15,     4.6,     4.6,     4.6,     4.6,-,-,-,-,-
Choa Chu Kang (Central),2024,9,16,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,17,    10.6,    10.6,    10.6,    10.6,-,-,-,-,-
Choa Chu Kang (Central),2024,9,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,20,    28.8,    19.4,    26.6,    28.8,-,-,-,-,-
Choa Chu Kang (Central),2024,9,21,    13.2,     8.4,    23.2,    37.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,22,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,23,    10.8,     9.2,    10.4,    10.8,-,-,-,-,-
Choa Chu Kang (Central),2024,9,24,     2.2,     1.8,     2.2,     2.2,-,-,-,-,-
Choa Chu Kang (Central),2024,9,25,    35.4,    31.4,    35.0,    35.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,26,     3.2,     1.2,     1.8,     2.4,-,-,-,-,-
Choa Chu Kang (Central),2024,9,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,29,     1.0,     1.0,     1.0,     1.0,-,-,-,-,-
Choa Chu Kang (Central),2024,9,30,     6.0,     2.6,     4.6,     4.8,-,-,-,-,-
