Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Upper Peirce Reservoir,2024,11,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,11,2,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Upper Peirce Reservoir,2024,11,3,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,11,4,     8.8,     7.8,     8.6,     8.6,-,-,-,-,-
Upper Peirce Reservoir,2024,11,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Upper Peirce Reservoir,2024,11,6,    25.2,    17.2,    23.4,    25.0,-,-,-,-,-
Upper Peirce Reservoir,2024,11,7,     1.2,     0.4,     0.8,     1.2,-,-,-,-,-
Upper Peirce Reservoir,2024,11,8,    25.4,    11.8,    21.6,    25.2,-,-,-,-,-
Upper Peirce Reservoir,2024,11,9,    18.6,    14.0,    18.4,    18.4,-,-,-,-,-
Upper Peirce Reservoir,2024,11,10,    52.4,    35.2,    40.2,    40.4,-,-,-,-,-
Upper Peirce Reservoir,2024,11,11,     3.8,     2.6,     3.4,     3.6,-,-,-,-,-
Upper Peirce Reservoir,2024,11,12,    23.6,    15.4,    19.6,    20.2,-,-,-,-,-
Upper Peirce Reservoir,2024,11,13,     7.2,     5.0,     5.6,     7.0,-,-,-,-,-
Upper Peirce Reservoir,2024,11,14,     1.6,     1.2,     1.6,     1.6,-,-,-,-,-
Upper Peirce Reservoir,2024,11,15,    26.6,    13.0,    21.8,    24.8,-,-,-,-,-
Upper Peirce Reservoir,2024,11,16,    95.2,    61.4,    84.0,    93.6,-,-,-,-,-
Upper Peirce Reservoir,2024,11,17,     6.6,     3.2,     4.2,     6.4,-,-,-,-,-
Upper Peirce Reservoir,2024,11,18,     2.6,     2.4,     2.4,     2.4,-,-,-,-,-
Upper Peirce Reservoir,2024,11,19,    11.4,     6.2,     8.4,     8.6,-,-,-,-,-
Upper Peirce Reservoir,2024,11,20,     0.4,     0.2,     0.2,     0.2,-,-,-,-,-
Upper Peirce Reservoir,2024,11,21,    21.2,    14.2,    14.4,    14.4,-,-,-,-,-
Upper Peirce Reservoir,2024,11,22,    33.0,    14.4,    20.2,    27.0,-,-,-,-,-
Upper Peirce Reservoir,2024,11,23,    16.8,     9.8,    11.0,    13.6,-,-,-,-,-
Upper Peirce Reservoir,2024,11,24,     3.4,     2.8,     3.0,     3.4,-,-,-,-,-
Upper Peirce Reservoir,2024,11,25,     1.4,     0.4,     0.6,     0.6,-,-,-,-,-
Upper Peirce Reservoir,2024,11,26,    40.2,    22.2,    33.6,    35.4,-,-,-,-,-
Upper Peirce Reservoir,2024,11,27,     7.0,     2.8,     4.0,     5.4,-,-,-,-,-
Upper Peirce Reservoir,2024,11,28,     6.0,     2.2,     2.8,     3.2,-,-,-,-,-
Upper Peirce Reservoir,2024,11,29,    51.6,    35.6,    40.8,    44.0,-,-,-,-,-
Upper Peirce Reservoir,2024,11,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
