Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2024,5,1,    27.4,    23.0,    26.4,    26.8,-,-,-,-,-
Choa Chu Kang (Central),2024,5,2,     1.2,     1.2,     1.2,    26.8,-,-,-,-,-
Choa Chu Kang (Central),2024,5,3,    25.8,    24.0,    25.6,    25.8,-,-,-,-,-
Choa Chu Kang (Central),2024,5,4,    30.4,    17.0,    20.2,    25.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,6,     5.4,     5.4,     5.4,     5.4,-,-,-,-,-
Choa Chu Kang (Central),2024,5,7,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Choa Chu Kang (Central),2024,5,8,     4.2,     1.4,     2.2,     2.6,-,-,-,-,-
Choa Chu Kang (Central),2024,5,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,10,    10.0,     5.4,     5.8,     5.8,-,-,-,-,-
Choa Chu Kang (Central),2024,5,11,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2024,5,12,     1.2,     1.0,     1.0,     1.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,13,     5.8,     4.6,     5.0,     5.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,14,    28.2,    23.8,    26.8,    28.2,-,-,-,-,-
Choa Chu Kang (Central),2024,5,15,    14.8,     9.6,    13.4,    14.8,-,-,-,-,-
Choa Chu Kang (Central),2024,5,16,    12.0,     4.0,     4.6,     6.8,-,-,-,-,-
Choa Chu Kang (Central),2024,5,17,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2024,5,18,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,19,     7.8,     4.0,     4.0,     4.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,20,     1.4,     0.8,     1.2,     1.2,-,-,-,-,-
Choa Chu Kang (Central),2024,5,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,22,    16.6,     9.6,    14.2,    15.2,-,-,-,-,-
Choa Chu Kang (Central),2024,5,23,     1.0,     0.4,     0.6,     0.8,-,-,-,-,-
Choa Chu Kang (Central),2024,5,24,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Choa Chu Kang (Central),2024,5,25,    16.2,     8.0,     8.2,    13.6,-,-,-,-,-
Choa Chu Kang (Central),2024,5,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,29,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Choa Chu Kang (Central),2024,5,31,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
