Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (South),2024,4,1,     0.0,     0.0,     0.0,     0.0,    29.2,    33.7,    26.3,     4.5,    20.6
Choa Chu Kang (South),2024,4,2,     0.0,     0.0,     0.0,     0.0,    30.7,    35.7,    27.3,     4.5,    22.4
Choa Chu Kang (South),2024,4,3,     3.6,     2.4,     3.2,     3.6,    29.1,    33.8,    26.2,     4.4,    35.6
Choa Chu Kang (South),2024,4,4,     0.8,     0.6,     0.8,     0.8,    28.6,    34.6,    26.3,     4.5,    28.2
Choa Chu Kang (South),2024,4,5,     0.0,     0.0,     0.0,     0.0,    29.6,    35.6,    25.6,     4.9,    23.0
Choa Chu Kang (South),2024,4,6,     0.0,     0.0,     0.0,     0.0,    30.2,    35.6,    26.4,     6.1,    26.7
Choa Chu Kang (South),2024,4,7,     2.0,     1.0,     1.8,     2.0,    29.5,    35.3,    27.6,     6.5,    28.9
Choa Chu Kang (South),2024,4,8,    45.8,    36.2,    45.0,    45.8,    28.6,    34.1,    24.4,     3.7,    36.3
Choa Chu Kang (South),2024,4,9,     0.0,     0.0,     0.0,     0.0,    29.8,    35.1,    26.0,     4.7,    21.3
Choa Chu Kang (South),2024,4,10,    14.4,     6.4,     7.2,    12.0,    27.7,    31.6,    25.9,     4.0,    20.6
Choa Chu Kang (South),2024,4,11,     4.2,     0.8,     1.0,     1.8,    28.1,    32.0,    25.8,     5.0,    30.2
Choa Chu Kang (South),2024,4,12,    23.8,     3.2,     5.8,    11.4,    26.1,    27.6,    24.9,     4.6,    23.3
Choa Chu Kang (South),2024,4,13,     0.0,     0.0,     0.0,     0.0,    28.5,    33.5,    25.1,     6.1,    30.2
Choa Chu Kang (South),2024,4,14,     0.6,     0.4,     0.4,     0.4,    28.5,    33.5,    26.7,     4.6,    25.9
Choa Chu Kang (South),2024,4,15,     1.0,     1.0,     1.0,     1.0,    28.9,    33.4,    26.6,     5.0,    23.3
Choa Chu Kang (South),2024,4,16,     0.2,     0.2,     0.2,     0.2,    27.8,    29.4,    26.9,     3.9,    20.2
Choa Chu Kang (South),2024,4,17,    12.6,     7.6,    10.8,    12.6,    28.2,    32.8,    24.7,     4.5,    34.3
Choa Chu Kang (South),2024,4,18,     0.0,     0.0,     0.0,     0.0,    29.6,    34.3,    25.9,     4.2,    20.2
Choa Chu Kang (South),2024,4,19,     0.0,     0.0,     0.0,     0.0,    29.2,    33.1,    26.7,     3.4,    22.6
Choa Chu Kang (South),2024,4,20,     0.6,     0.4,     0.4,     0.6,    28.4,    32.6,    26.2,     4.6,    27.8
Choa Chu Kang (South),2024,4,21,     0.8,     0.8,     0.8,     0.8,    28.7,    34.6,    26.1,     3.5,    33.5
Choa Chu Kang (South),2024,4,22,    16.4,    13.4,    14.6,    14.6,    28.4,    33.3,    26.0,     4.0,    32.4
Choa Chu Kang (South),2024,4,23,    23.4,    22.8,    23.4,    23.4,    29.3,    34.7,    26.0,     3.6,    19.4
Choa Chu Kang (South),2024,4,24,     0.0,     0.0,     0.0,     0.0,    29.7,    34.3,    26.7,     4.6,    27.4
Choa Chu Kang (South),2024,4,25,     0.0,     0.0,     0.0,     0.0,    30.2,    35.3,    27.6,     4.2,    24.8
Choa Chu Kang (South),2024,4,26,    11.6,    10.4,    10.8,    11.6,    29.0,    35.2,    25.3,     3.7,    28.9
Choa Chu Kang (South),2024,4,27,     0.0,     0.0,     0.0,     0.0,    29.6,    35.1,    26.7,     3.6,    22.6
Choa Chu Kang (South),2024,4,28,     0.4,     0.4,     0.4,     0.4,    29.3,    33.6,    27.2,     4.7,    43.5
Choa Chu Kang (South),2024,4,29,     0.0,     0.0,     0.0,     0.0,    30.5,    35.3,    26.6,     4.4,    19.4
Choa Chu Kang (South),2024,4,30,     0.0,-,     0.0,     0.0,    30.6,    34.8,    27.4,     4.3,    22.6
