Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Seletar,2024,7,1,     0.0,     0.0,     0.0,     0.0,    27.4,    32.6,    25.3,     5.5,    33.3
Seletar,2024,7,2,     1.2,     0.8,     1.0,     1.2,    28.7,    32.6,    26.5,     5.8,    25.9
Seletar,2024,7,3,     2.0,     1.8,     2.0,     2.0,    28.5,    33.5,    25.9,     8.3,    37.0
Seletar,2024,7,4,     0.0,     0.0,     0.0,     0.0,    29.8,    34.0,    27.2,     9.7,    35.2
Seletar,2024,7,5,    44.6,    42.0,    43.8,    44.4,    28.2,    32.6,    22.9,     4.9,    53.7
Seletar,2024,7,6,     1.4,     1.0,     1.0,     1.0,    28.3,    31.8,    26.3,     5.9,    24.1
Seletar,2024,7,7,     0.4,     0.4,     0.4,     0.4,    27.7,    31.8,    26.1,     4.9,    27.8
Seletar,2024,7,8,     6.8,     2.6,     4.0,     5.2,    26.6,    30.3,    25.6,     4.8,    25.9
Seletar,2024,7,9,    20.4,    18.8,    20.0,    20.0,    27.6,    30.8,    25.5,     7.0,    37.0
Seletar,2024,7,10,     0.2,     0.2,     0.2,     0.2,    28.3,    32.0,    25.7,     7.1,    38.9
Seletar,2024,7,11,     0.0,     0.0,     0.0,     0.0,    29.2,    32.4,    26.4,    12.5,    37.0
Seletar,2024,7,12,    10.8,     7.2,     7.6,     9.2,    27.5,    32.4,    24.6,     7.2,    25.9
Seletar,2024,7,13,     0.0,     0.0,     0.0,     0.0,    28.7,    33.1,    24.8,     9.5,    31.5
Seletar,2024,7,14,     0.6,     0.6,     0.6,     0.6,    29.2,    32.5,    26.7,     9.9,    44.4
Seletar,2024,7,15,     0.0,     0.0,     0.0,     0.0,    29.5,    32.5,    26.8,    12.4,    35.2
Seletar,2024,7,16,     0.0,     0.0,     0.0,     0.0,    29.4,    32.5,    27.5,    13.5,    38.9
Seletar,2024,7,17,     0.0,     0.0,     0.0,     0.0,    29.5,    32.2,    27.5,    12.3,    35.2
Seletar,2024,7,18,     0.0,     0.0,     0.0,     0.0,    29.9,    33.3,    26.9,    13.3,    35.2
Seletar,2024,7,19,     0.0,     0.0,     0.0,     0.0,    30.2,    33.6,    28.3,    14.5,    35.2
Seletar,2024,7,20,     0.0,     0.0,     0.0,     0.0,    30.2,    33.7,    28.3,    14.4,    35.2
Seletar,2024,7,21,     0.0,     0.0,     0.0,     0.0,    30.1,    33.5,    28.5,    14.4,    42.6
Seletar,2024,7,22,     0.4,     0.4,     0.4,     0.4,    30.1,    33.6,    28.4,    13.9,    35.2
Seletar,2024,7,23,     0.0,     0.0,     0.0,     0.0,    30.4,    34.3,    28.2,    11.9,    33.3
Seletar,2024,7,24,     0.0,     0.0,     0.0,     0.0,    30.1,    33.7,    27.6,    12.6,    37.0
Seletar,2024,7,25,     0.0,     0.0,     0.0,     0.0,    30.0,    33.5,    27.8,    13.3,    35.2
Seletar,2024,7,26,     0.0,     0.0,     0.0,     0.0,    30.1,    33.4,    27.9,    14.6,    35.2
Seletar,2024,7,27,     0.0,     0.0,     0.0,     0.0,    30.3,    34.7,    28.0,    14.4,    37.0
Seletar,2024,7,28,     0.0,     0.0,     0.0,     0.0,    30.4,    34.4,    28.1,    16.2,    40.7
Seletar,2024,7,29,     0.0,     0.0,     0.0,     0.0,    30.3,    34.1,    28.2,    13.9,    33.3
Seletar,2024,7,30,     0.0,     0.0,     0.0,     0.0,    30.1,    34.3,    27.7,    11.6,    33.3
Seletar,2024,7,31,     1.6,     1.6,     1.6,     1.6,    28.8,    34.1,    25.6,    10.1,    42.6
