Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Sentosa Island,2024,4,1,     8.6,     7.0,     7.6,     8.4,    29.3,    32.7,    26.2,-,-
Sentosa Island,2024,4,2,     0.0,     0.0,     0.0,     0.0,    30.1,    33.6,    28.0,-,-
Sentosa Island,2024,4,3,     0.0,     0.0,     0.0,     0.0,    30.0,    34.7,    27.7,-,-
Sentosa Island,2024,4,4,     0.8,     0.8,     0.8,     0.8,    29.3,    32.4,    27.2,-,-
Sentosa Island,2024,4,5,     0.0,     0.0,     0.0,     0.0,    29.7,    33.9,    27.1,-,-
Sentosa Island,2024,4,6,     0.0,     0.0,     0.0,     0.0,    29.7,    33.0,    27.2,-,-
Sentosa Island,2024,4,7,     0.0,     0.0,     0.0,     0.0,    30.6,    34.6,    28.5,-,-
Sentosa Island,2024,4,8,     4.8,     4.0,     4.6,     4.8,    29.1,    31.8,    25.6,-,-
Sentosa Island,2024,4,9,     0.0,     0.0,     0.0,     0.0,    30.2,    35.3,    27.3,-,-
Sentosa Island,2024,4,10,    13.4,    10.4,    10.8,    13.0,    28.2,    30.6,    26.0,-,-
Sentosa Island,2024,4,11,     4.4,     1.0,     1.4,     2.2,    28.6,    33.0,    25.6,-,-
Sentosa Island,2024,4,12,    30.4,     7.4,    11.4,    16.0,    26.5,    28.7,    24.4,-,-
Sentosa Island,2024,4,13,     2.2,     2.2,     2.2,     2.2,    28.8,    32.7,    25.8,-,-
Sentosa Island,2024,4,14,     0.0,     0.0,     0.0,     0.0,    29.1,    32.7,    26.8,-,-
Sentosa Island,2024,4,15,     0.0,     0.0,     0.0,     0.0,    29.2,    32.7,    26.9,-,-
Sentosa Island,2024,4,16,     3.6,     1.4,     2.0,     2.2,    27.6,    29.5,    25.9,-,-
Sentosa Island,2024,4,17,    17.0,    15.0,    15.4,    15.4,    28.1,    31.7,    25.7,-,-
Sentosa Island,2024,4,18,     3.2,     2.2,     3.0,     3.2,    29.2,    32.9,    26.3,-,-
Sentosa Island,2024,4,19,     0.4,     0.4,     0.4,     0.4,    29.5,    32.6,    26.6,-,-
Sentosa Island,2024,4,20,    44.2,    23.6,    28.6,    29.4,    28.2,    30.8,    24.7,-,-
Sentosa Island,2024,4,21,     0.2,     0.2,     0.2,     0.2,    29.3,    32.9,    27.5,-,-
Sentosa Island,2024,4,22,     0.0,     0.0,     0.0,     0.0,    29.9,    32.7,    28.1,-,-
Sentosa Island,2024,4,23,     0.0,     0.0,     0.0,     0.0,    30.3,    33.8,    28.4,-,-
Sentosa Island,2024,4,24,     0.0,     0.0,     0.0,     0.0,    29.8,    32.8,    28.6,-,-
Sentosa Island,2024,4,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Sentosa Island,2024,4,26,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Sentosa Island,2024,4,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Sentosa Island,2024,4,28,     2.2,     2.0,     2.0,     2.0,    29.3,    32.1,    27.8,-,-
Sentosa Island,2024,4,29,     0.0,     0.0,     0.0,     0.0,    30.5,    35.3,    27.6,-,-
Sentosa Island,2024,4,30,     0.0,-,     0.0,     0.0,    30.4,    33.9,    28.6,     7.3,    16.9
