Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Sentosa Island,2024,12,1,0,0,0,0,29.1,32.5,26.6,-,-
Sentosa Island,2024,12,2,0,0,0,0,28.2,31.1,26.7,-,-
Sentosa Island,2024,12,3,2.2,0.8,1.2,1.6,28.1,33,25.9,-,-
Sentosa Island,2024,12,4,1.2,1.2,1.2,1.2,28.5,31.8,25.7,-,-
Sentosa Island,2024,12,5,0,0,0,0,29.5,32.6,26.8,-,-
Sentosa Island,2024,12,6,0,0,0,0,30.1,34.2,27,-,-
Sentosa Island,2024,12,7,0,0,0,0,30.3,34.8,27.2,-,-
Sentosa Island,2024,12,8,1,1,1,1,29.3,35.2,25.5,-,-
Sentosa Island,2024,12,9,0.8,0.4,0.6,0.6,27.2,31.1,25.1,-,-
Sentosa Island,2024,12,10,0,0,0,0,28,31.4,25.6,-,-
Sentosa Island,2024,12,11,0,0,0,0,29.3,33.3,26,-,-
Sentosa Island,2024,12,12,12.4,8.8,10.4,10.8,28.3,30.6,24.1,-,-
Sentosa Island,2024,12,13,27,12.6,19,20.8,27.5,29.4,24,-,-
Sentosa Island,2024,12,14,0.4,0.4,0.4,0.4,29.2,33.4,26.6,-,-
Sentosa Island,2024,12,15,0,0,0,0,29.2,32.8,27.4,-,-
Sentosa Island,2024,12,16,0.6,0.4,0.4,0.6,28.5,32.9,26.9,-,-
Sentosa Island,2024,12,17,0,0,0,0,28.4,33.6,26.1,-,-
Sentosa Island,2024,12,18,0.8,0.6,0.6,0.6,26.9,28.5,26.2,-,-
Sentosa Island,2024,12,19,0,0,0,0,27.8,30.2,25.8,-,-
Sentosa Island,2024,12,20,1.4,1.2,1.4,1.4,27.6,30.8,25.8,-,-
Sentosa Island,2024,12,21,24.8,16,20,23.2,27.6,33.4,25.3,-,-
Sentosa Island,2024,12,22,7.6,7.2,7.6,7.6,28.1,32.9,25.7,-,-
Sentosa Island,2024,12,23,40,10.4,10.8,15.2,26.7,32.2,24.4,-,-
Sentosa Island,2024,12,24,1.2,0.4,1.4,6.6,26.9,31.1,24.5,-,-
Sentosa Island,2024,12,25,4,3.8,3.8,4,27.7,33,25.8,-,-
Sentosa Island,2024,12,26,0,0,0,0,27.5,31.9,25,-,-
Sentosa Island,2024,12,27,0,0,0,0,28.4,31.8,26.2,-,-
Sentosa Island,2024,12,28,0.4,0.4,0.4,0.4,28.9,33.6,26.1,-,-
Sentosa Island,2024,12,29,55,16.4,21,33.8,27.3,33,23.6,-,-
Sentosa Island,2024,12,30,47.4,16.4,23.6,45.8,26.4,31,23.9,-,-
Sentosa Island,2024,12,31,14.2,13.4,13.8,14,26.9,33.1,24.5,-,-
