Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Sentosa Island,2025,1,1,11,10,10.8,10.8,27.6,33.1,25.1,-,-
Sentosa Island,2025,1,2,6.2,4.8,5.2,6.2,28.1,33.2,26.1,-,-
Sentosa Island,2025,1,3,5.6,5,5.2,5.4,28.3,33.7,26,-,-
Sentosa Island,2025,1,4,0,0,0,0,28.7,33.1,26.1,-,-
Sentosa Island,2025,1,5,86.6,43.8,67.6,86.2,28,33.8,24.2,-,-
Sentosa Island,2025,1,6,1.2,1.2,1.2,1.2,28.2,31.6,26.4,-,-
Sentosa Island,2025,1,7,0,0,0,0,28.4,32.4,25.7,-,-
Sentosa Island,2025,1,8,0,0,0,0,28.9,34.1,26.2,-,-
Sentosa Island,2025,1,9,0,0,0,0,29,34,26.2,-,-
Sentosa Island,2025,1,10,102,11,18.8,27.6,24.8,27.7,22.5,-,-
Sentosa Island,2025,1,11,97.2,12.4,19.4,26,23.9,27.4,22.5,-,-
Sentosa Island,2025,1,12,-,-,-,-,-,-,-,-,-
Sentosa Island,2025,1,13,-,-,-,-,-,-,-,-,-
Sentosa Island,2025,1,14,9.2,4.6,5.6,5.6,25.7,29.2,24.5,-,-
Sentosa Island,2025,1,15,5.6,4.6,5.4,5.6,-,-,-,-,-
Sentosa Island,2025,1,16,-,-,-,-,-,-,-,-,-
Sentosa Island,2025,1,17,3.8,1.8,2,3,27.1,30.6,25.5,-,-
Sentosa Island,2025,1,18,3.4,1.6,2.2,2.6,26.7,29.3,25.4,-,-
Sentosa Island,2025,1,19,20,9.2,10.8,11.6,25.6,27.8,24.5,-,-
Sentosa Island,2025,1,20,0,0,0,0,27.2,30.9,25,-,-
Sentosa Island,2025,1,21,1.4,0.8,1,1.4,26.3,27.8,25.3,-,-
Sentosa Island,2025,1,22,0.8,0.4,0.6,0.6,26.5,29,25.1,-,-
Sentosa Island,2025,1,23,0.2,0.2,0.2,0.2,26.7,29,25.1,-,-
Sentosa Island,2025,1,24,2.4,0.4,0.6,1.2,26,27,25.4,-,-
Sentosa Island,2025,1,25,1,0.8,1,1,26.7,30,24.9,-,-
Sentosa Island,2025,1,26,31.2,12.4,16.6,19.4,26.5,31.8,23.7,-,-
Sentosa Island,2025,1,27,7.8,1.4,1.8,3.4,25.9,30.7,23.7,-,-
Sentosa Island,2025,1,28,0.2,0.2,0.2,0.2,26.9,29.9,25.3,-,-
Sentosa Island,2025,1,29,0,0,0,0,26.7,29.5,25.4,-,-
Sentosa Island,2025,1,30,0,0,0,0,27.4,31.4,24.8,-,-
Sentosa Island,2025,1,31,-,-,-,-,27.3,32.2,24.7,-,-
